start_lat,start_lng,end_lat,end_lng,distance_m,travel_time_s,haversine_km
12.977132,79.140267,12.90969,79.144498,9867.0,641.1,7.513222575063639
12.917972,79.189029,12.941468,79.17293,7015.9,829.9,3.141656880535267
12.939256,79.118135,12.964132,79.153926,7369.7,528.2,4.763851420274956
12.928392,79.141539,12.967862,79.188651,13871.4,930.3,6.732570792115677
12.900937,79.13956,12.978984,79.126345,11840.0,814.0,8.795814340493187
12.942243,79.165368,12.96749,79.103761,13293.4,1169.5,7.242276686287928
12.9268,79.13226,12.966685,79.105376,9699.5,783.2,5.3063281599627965
12.979237,79.139419,12.973384,79.163483,4423.1,575.8,2.6874624765953956
12.921401,79.185849,12.962834,79.116436,16499.8,1786.7,8.821052998189185
12.930182,79.137713,12.931891,79.171832,4840.9,614.5,3.702532895557056
12.929215,79.133837,12.904734,79.129235,3523.8,232.5,2.767483345586696
12.91169,79.128985,12.948414,79.188213,9483.1,597.6,7.60770025485096
12.920496,79.106014,12.971038,79.197674,15820.2,1246.3,11.412745994034513
12.913541,79.106414,12.95343,79.129474,8035.5,876.2,5.091055604712235
12.942741,79.148017,12.938727,79.194268,13862.1,1106.0,5.03209955447763
12.932965,79.17046,12.925024,79.124639,5789.9,480.6,5.043793446651612
12.965244,79.171576,12.972156,79.188425,3994.3,308.8,1.9809172905416423
12.910626,79.149359,12.971716,79.149921,11193.7,1021.3,6.793180476573961
12.97746,79.112093,12.951034,79.184072,13857.0,778.7,8.334850022147034
12.97048,79.118805,12.900006,79.128152,11656.0,762.8,7.901561254217829
12.916979,79.103741,12.918369,79.132945,4728.7,504.1,3.168929849794524
12.938976,79.197382,12.948864,79.169617,6323.7,596.6,3.203476566995081
12.927992,79.161987,12.946027,79.131056,8300.0,702.5,3.906153234306131
12.906538,79.150194,12.930707,79.169135,8889.0,920.6,3.3818121521729503
12.97211,79.150896,12.932309,79.133365,8564.9,621.1,4.816192059239857
12.909,79.134796,12.947741,79.12025,7617.2,660.1,4.587197965459676
12.937808,79.182398,12.920111,79.19178,4052.8,587.0,2.214986131315321
12.940257,79.157082,12.951468,79.144452,8915.1,682.7,1.8513140545611366
12.964186,79.160079,12.914237,79.192924,19856.4,1492.9,6.596790005870882
12.900286,79.135475,12.900799,79.12518,1405.7,99.2,1.1173158029151715
12.931228,79.155222,12.929138,79.12397,5974.6,594.7,3.394916590543586
12.973003,79.187573,12.93329,79.13458,14579.9,923.3,7.244151741222437
12.94216,79.105154,12.954927,79.152207,6553.1,514.4,5.292952265457949
12.939085,79.166699,12.906776,79.131712,7844.0,672.1,5.223493267009681
12.914421,79.111288,12.978659,79.123176,11210.9,1019.5,7.258195661345009
12.9466,79.108046,12.910749,79.118019,10057.6,683.0,4.130378720551123
12.969826,79.114313,12.903188,79.107936,14094.6,1055.2,7.441976163878299
12.978277,79.121148,12.91068,79.152211,11444.8,835.8,8.235830102356196
12.970411,79.191698,12.94748,79.108182,13295.5,839.6,9.402389756341368
12.932473,79.168692,12.918891,79.193837,8047.7,1151.6,3.1156565979425053
12.952595,79.127365,12.908656,79.127457,7044.8,449.2,4.885810803885826
12.946,79.145005,12.928824,79.144172,5421.4,472.6,1.9120189943720312
12.959442,79.131543,12.958648,79.140578,1216.7,206.1,0.983032553816863
12.971656,79.17993,12.946843,79.155033,12228.9,1129.3,3.858920695088406
12.95157,79.133968,12.917415,79.104026,6937.1,542.6,4.995331639327165
12.919166,79.187551,12.960148,79.142529,14779.2,1291.5,6.676213425551211
12.937096,79.150294,12.97792,79.165841,14157.8,1035.3,4.8419749644919285
12.979818,79.120575,12.94282,79.149477,7943.7,775.2,5.170457026992133
12.938177,79.139752,12.95678,79.120277,9277.5,912.4,2.9551687801308533
12.914134,79.126681,12.966455,79.177756,12205.5,838.8,8.030198772544841
12.928441,79.103739,12.936691,79.111544,8925.5,731.6,1.2478111825148455
12.962218,79.194036,12.965281,79.135038,7477.9,669.5,6.402146029036065
12.93134,79.15395,12.95584,79.159545,9438.2,818.0,2.7909376617398056
12.979852,79.110259,12.931889,79.128487,10198.7,577.8,5.687286489844772
12.91407,79.125899,12.977576,79.102242,12740.6,810.4,7.5125234726221155
12.961271,79.138403,12.910781,79.119278,7818.1,510.4,5.9846050510922995
12.917207,79.112538,12.952962,79.120695,7951.8,711.7,4.072872076564329
12.925526,79.128551,12.941808,79.132978,3898.8,332.7,1.8729689606910858
12.961025,79.116258,12.925445,79.195437,21712.8,1445.1,9.448782895048616
12.940726,79.164916,12.943489,79.177786,1906.9,205.6,1.428164622275106
12.905274,79.104194,12.967006,79.150825,13953.6,995.2,8.523896091948522
12.933135,79.140207,12.930761,79.141883,2614.3,254.0,0.3204303522219226
12.927189,79.17861,12.903893,79.108339,11753.7,947.4,8.044577941401732
12.968644,79.185133,12.958612,79.109212,12932.4,887.9,8.302159842127532
12.959534,79.165263,12.966299,79.163072,1926.8,240.2,0.7888125038397187
12.966032,79.186068,12.967238,79.145669,4672.6,326.8,4.379677230208237
12.940684,79.151604,12.928541,79.101672,7463.4,790.4,5.5772262863653435
12.926645,79.116109,12.906612,79.116047,6247.3,549.2,2.227581177479625
12.937232,79.180909,12.959589,79.121813,13466.5,1244.1,6.8696837710299965
12.940117,79.170349,12.972007,79.11895,14265.6,1312.9,6.6028066497524165
12.915974,79.104132,12.972828,79.102514,13743.4,1021.2,6.324316232179636
12.936254,79.176179,12.969517,79.186922,16609.7,1133.4,3.8775695996323276
12.937909,79.177073,12.91749,79.118475,8257.4,688.6,6.744326651258569
12.962738,79.169132,12.914646,79.192781,18204.5,1349.3,5.9300205986148615
12.924827,79.142002,12.973438,79.195822,14853.6,1014.3,7.951941523052687
12.970845,79.180228,12.977205,79.125916,9802.6,655.0,5.927396917254773
12.919024,79.125421,12.949462,79.122291,5684.8,507.7,3.4015116815068485
12.941202,79.179044,12.943077,79.190667,5323.3,328.3,1.276727123634314
12.922737,79.18868,12.91518,79.133515,10544.9,981.4,6.037568353977323
12.919565,79.193494,12.907938,79.144399,20911.5,1427.9,5.475860915414678
12.966039,79.152203,12.901171,79.123552,10758.6,574.8,7.8529349096827215
12.977951,79.190679,12.923699,79.12626,14070.4,835.4,9.226279133174367
12.948728,79.11934,12.931104,79.109956,8330.3,699.7,2.207857085140669
12.921963,79.133046,12.936116,79.1159,6553.7,490.8,2.435084406886461
12.956156,79.153153,12.962934,79.165547,3103.7,284.4,1.5400691672934077
12.931671,79.147758,12.928026,79.111742,5523.7,464.1,3.92424592132999
12.93045,79.175794,12.932732,79.131911,7827.0,725.4,4.7625822666521875
12.969098,79.108598,12.972153,79.108585,6224.7,632.5,0.3397038907650093
12.912791,79.129119,12.968895,79.154567,9684.9,654.6,6.820874652507238
12.909659,79.135428,12.937424,79.162131,6108.5,383.3,4.23166890148046
12.927043,79.178897,12.914363,79.12102,9859.8,896.2,6.429199974228206
12.922737,79.197806,12.971899,79.12553,24880.7,1510.4,9.551445603096596
12.958235,79.109254,12.937696,79.167225,9147.3,810.0,6.684447198585336
12.975476,79.104046,12.930957,79.149301,10458.7,524.9,6.968172986243828
12.950041,79.121116,12.915088,79.198388,20641.3,1365.0,9.232271636355458
12.958523,79.112503,12.968302,79.185653,12297.2,781.4,8.000850830008243
12.968283,79.185852,12.941405,79.164325,12634.2,780.6,3.7913257502818647
12.972053,79.142066,12.929817,79.181732,10335.2,1060.6,6.366578665830323
12.909691,79.124147,12.918951,79.112675,4700.1,464.3,1.6143622371307151
12.911489,79.118004,12.903688,79.126117,1651.9,214.6,1.2351767892328585
12.950848,79.145026,12.945996,79.159025,6067.2,511.5,1.6101198541760688
12.94159,79.198846,12.957999,79.148724,13468.1,921.2,5.72984682859884
12.937828,79.153016,12.94505,79.16456,2329.3,328.1,1.4865965159575538
12.943544,79.175101,12.939443,79.12695,10254.1,1039.2,5.23804217502751
12.918042,79.196139,12.934219,79.141623,17140.4,1082.8,6.176056498291569
12.907706,79.128491,12.913971,79.121238,1493.4,214.9,1.0503667931275287
12.935755,79.147944,12.926063,79.108531,6321.9,522.8,4.4052519356654525
12.906519,79.150303,12.909053,79.131462,2311.9,359.0,2.061434586009745
12.953748,79.147855,12.954571,79.12723,3433.4,355.4,2.2369036459391127
12.959068,79.102216,12.958551,79.125842,7907.4,773.6,2.5608322327155832
12.963362,79.112966,12.976973,79.165144,11952.6,971.8,5.852976655464362
12.977527,79.151044,12.958037,79.148893,3293.4,533.1,2.1796899429517773
12.913143,79.117155,12.97058,79.122771,11703.8,959.8,6.415644343880361
12.924052,79.10481,12.97645,79.162102,12861.5,972.3,8.51428556080989
12.934052,79.15815,12.937638,79.14587,3845.7,360.2,1.389274721301948
12.968606,79.17481,12.935325,79.176694,13006.9,1102.9,3.7063108495796833
12.957394,79.156802,12.974134,79.161669,5128.0,546.4,1.9346755874810415
12.954037,79.188537,12.969486,79.191597,18153.2,1252.3,1.7495623132716918
12.910945,79.133498,12.955877,79.15095,7619.2,582.2,5.342225781215958
12.920572,79.179464,12.938925,79.168038,10810.7,968.3,2.387070358098611
12.948869,79.162034,12.948285,79.105534,13189.1,1234.6,6.123111679510642
12.959811,79.153719,12.933884,79.136591,7661.1,498.1,3.428798107117953
12.931668,79.164925,12.913718,79.116381,7715.9,634.6,5.627026409011956
12.972795,79.177573,12.930627,79.186814,18046.8,1450.7,4.79461852386628
12.9735,79.105389,12.959308,79.197016,11303.1,872.6,10.053312946263219
12.974246,79.198402,12.961524,79.192508,2049.7,279.3,1.5521141969081456
12.958201,79.1214,12.974187,79.114593,3469.6,565.4,1.9245254171382598
12.939921,79.158176,12.977165,79.159422,14344.0,1020.8,4.143550024193636
12.971867,79.143115,12.93785,79.130526,4916.7,412.3,4.02101174044014
12.962475,79.11235,12.948258,79.165213,10226.9,895.5,5.942607517236803
12.961742,79.169445,12.957033,79.153431,3738.7,338.6,1.8126005636599947
12.943559,79.163762,12.933901,79.176799,3555.1,783.9,1.7746650518064595
12.955502,79.147916,12.935203,79.128258,7032.0,549.9,3.1037029985605193
12.965733,79.138048,12.912209,79.1406,7543.8,470.0,5.9580278396647826
12.942761,79.115479,12.973999,79.17706,10653.5,733.5,7.523019219490553
12.9316,79.138962,12.971933,79.111346,10649.2,656.5,5.3916237172009085
12.928382,79.112247,12.926829,79.133671,3713.9,308.2,2.328274717391409
12.962471,79.164558,12.945743,79.100106,10789.0,704.3,7.227795368851739
12.936694,79.169779,12.973381,79.178258,15256.3,1050.9,4.181609344809254
12.979221,79.179089,12.936107,79.13495,13770.6,977.1,6.772055176287611
12.969178,79.135461,12.976359,79.157972,6869.8,833.0,2.5665947787381156
12.934694,79.180684,12.925379,79.12077,8002.8,687.9,6.575310674915119
12.906895,79.14203,12.925853,79.109632,6000.3,562.1,4.095529764476258
12.92087,79.129922,12.977079,79.183104,15054.9,1070.8,8.501703462098696
12.950111,79.104117,12.922845,79.106449,11469.5,904.5,3.0423600364201637
12.96881,79.140377,12.913248,79.191676,22075.1,1356.7,8.311221721929147
12.975998,79.136266,12.978691,79.174539,5199.8,549.6,4.157869533474445
12.933909,79.186692,12.962952,79.123346,14228.8,1308.9,7.5863542658887475
12.960426,79.143182,12.978814,79.188669,10298.3,809.9,5.3361650533926746
12.931969,79.184345,12.951199,79.105593,15346.4,1230.7,8.798196392283486
12.978568,79.161931,12.958162,79.104262,11137.6,723.1,6.648156042774766
12.927067,79.157536,12.944415,79.17838,4642.5,497.5,2.970496928898623
12.947498,79.135052,12.915621,79.140691,5108.0,320.3,3.596862599152202
12.900371,79.135742,12.940154,79.181861,16650.1,934.0,6.674773492749588
12.946109,79.111935,12.946966,79.156901,6503.9,785.9,4.8738274269675745
12.93875,79.156871,12.926257,79.102562,8268.9,784.7,6.04742818638155
12.970337,79.152413,12.945224,79.159483,9595.1,698.9,2.895632630555943
12.969878,79.182029,12.965744,79.112204,13825.0,1046.8,7.580131627008003
12.944052,79.153183,12.952306,79.104338,7399.0,885.3,5.37220294755784
12.92788,79.136509,12.958663,79.165561,8260.7,862.1,4.650650314810639
12.944742,79.106325,12.942379,79.107018,1247.3,149.7,0.27327586091589123
12.939418,79.122022,12.964714,79.134938,4590.5,314.5,3.1417874312510423
12.91682,79.143237,12.970489,79.171291,12282.8,884.9,6.697508799419444
12.931011,79.120206,12.962473,79.197728,13774.4,1173.1,9.100252610461368
12.973163,79.135317,12.949345,79.129226,4203.1,233.3,2.7294508081639934
12.979994,79.166021,12.930678,79.122016,13185.1,974.1,7.267071748180534
12.902992,79.152521,12.958865,79.110098,12142.0,1071.4,7.728962706117525
12.967638,79.160803,12.959381,79.170874,3553.5,387.7,1.4261563883551278
12.90865,79.198007,12.945424,79.101777,25840.8,1751.0,11.202097858705173
12.937097,79.145918,12.962348,79.125491,10198.0,906.8,3.5754376951767544
12.917416,79.133123,12.959357,79.19961,14464.9,1092.2,8.582903379631539
12.944027,79.101237,12.974637,79.118446,7288.5,469.7,3.881055141656842
12.926362,79.154812,12.950651,79.132039,8163.9,747.1,3.658580600646799
12.972547,79.158854,12.936587,79.118922,11002.5,961.7,5.891817812717262
12.91927,79.180551,12.975885,79.159997,20212.4,1827.3,6.677740113116399
12.978596,79.104393,12.938658,79.143952,9853.1,585.0,6.172342205085212
12.968611,79.128461,12.905833,79.131794,10405.9,634.4,6.989943637796769
12.9365,79.151717,12.926953,79.148731,1209.2,150.5,1.1098074808986482
12.915749,79.12636,12.957151,79.111079,8823.8,665.4,4.89249708062491
12.917604,79.111624,12.913544,79.108361,568.5,136.4,0.5734782882101185
12.923491,79.183862,12.922118,79.143421,7757.2,928.4,4.385603617038925
12.976264,79.143409,12.930681,79.182912,11414.0,1050.9,6.634430116126243
12.956072,79.164392,12.962978,79.121433,6339.4,880.1,4.718069779242069
12.934327,79.130685,12.945365,79.133379,2224.8,292.7,1.2616166315489301
12.925619,79.112928,12.947312,79.170397,8509.7,706.1,6.6788806440825645
12.915102,79.127002,12.902145,79.13318,2246.4,226.8,1.5887544775997802
12.920398,79.188694,12.928985,79.157148,6860.6,919.0,3.5497206745571024
12.911347,79.147835,12.968708,79.142421,10256.4,859.2,6.405189782632497
12.903764,79.14968,12.94561,79.103233,12668.0,1037.0,6.854961744139681
12.921116,79.102092,12.916827,79.114789,5625.0,701.3,1.4564054931110333
12.91692,79.198555,12.914577,79.197704,141.8,20.4,0.27637444232846126
12.93208,79.137141,12.97344,79.124281,25863.3,1471.8,4.8055320311082115
12.960914,79.157911,12.949556,79.14328,3327.4,357.1,2.027019944998692
12.956177,79.126914,12.954719,79.188272,10394.0,846.3,6.651009769126563
12.940643,79.1459,12.937347,79.127811,7610.1,587.4,1.9943017662325664
12.922486,79.138366,12.976327,79.185441,15582.6,1140.0,7.865529996242597
12.947065,79.165017,12.97023,79.137274,11548.8,981.9,3.958898758615908
12.942616,79.110184,12.918612,79.125951,7539.9,485.6,3.169239515593488
12.903316,79.108036,12.967392,79.129903,13884.1,1021.9,7.508705611721745
12.975809,79.113263,12.928242,79.160952,10986.8,684.3,7.394773845999427
12.918888,79.126778,12.971084,79.128757,9264.1,669.1,5.807899379445709
12.969818,79.148764,12.970415,79.159357,1548.6,215.7,1.1497562857260808
12.946055,79.174427,12.906911,79.137578,9277.9,947.8,5.90711976258585
12.906545,79.108125,12.972739,79.162018,17136.5,1373.1,9.396125744980955
12.926665,79.112975,12.95791,79.154603,7922.8,688.7,5.6940291101640055
12.915042,79.104873,12.93001,79.112359,3177.4,427.4,1.851585221036883
12.951305,79.100726,12.959383,79.127075,5055.9,536.6,2.9932521679603594
12.970889,79.152338,12.933012,79.171174,9875.8,871.4,4.680293972811866
12.935298,79.191999,12.908886,79.106998,14321.4,1133.4,9.66914156361269
12.935736,79.148339,12.970278,79.189427,14467.0,926.7,5.8802648576046845
12.951653,79.173862,12.935821,79.186519,9494.6,920.7,2.2317107869921515
12.974683,79.106044,12.978056,79.158201,6813.0,459.4,5.663927728263831
12.935006,79.112645,12.971524,79.115475,11503.0,1040.1,4.072186113655251
12.92547,79.157088,12.973099,79.160258,15094.1,1296.6,5.307239870913031
12.959129,79.114415,12.938591,79.173998,9750.7,971.5,6.848824868319797
12.900755,79.110125,12.952256,79.109584,12328.3,986.0,5.726957969518395
12.94482,79.161856,12.975616,79.119826,14029.4,1133.1,5.698202887410539
12.939128,79.105034,12.944533,79.175757,10232.9,746.8,7.687815126740569
12.951091,79.142434,12.9645,79.107019,5730.3,466.4,4.117162841268074
12.922821,79.186391,12.954623,79.125441,16246.2,1673.9,7.492289791463239
12.900631,79.111301,12.939584,79.112702,11020.1,842.3,4.334042588252464
12.923844,79.13038,12.931327,79.165964,5215.5,416.7,3.9452188573817937
12.95938,79.100091,12.971922,79.147204,8724.0,509.4,5.292230526659237
12.973651,79.196491,12.936234,79.173796,16105.6,1103.6,4.833097002685327
12.973271,79.193177,12.917609,79.105368,15435.7,990.3,11.351552842207244
12.915483,79.110367,12.920141,79.139418,5350.6,642.2,3.19089154766043
12.968707,79.118247,12.93489,79.160386,8740.8,1013.9,5.915414201338335
12.93536,79.14481,12.935439,79.182771,4890.8,818.0,4.113967878578396
12.948709,79.172246,12.961964,79.133417,12037.6,1209.5,4.458363902776332
12.979019,79.170221,12.944386,79.102531,13280.2,961.3,8.284489990733594
12.931261,79.141292,12.922906,79.178516,6625.5,970.7,4.139812981910527
12.973941,79.191799,12.975934,79.131695,9198.5,632.1,6.516403745522457
12.948024,79.110414,12.939735,79.121077,2077.2,194.6,1.478109619361813
12.942313,79.179429,12.963239,79.15802,19136.2,1253.0,3.285837087697869
12.979053,79.173458,12.973264,79.184147,4144.8,530.2,1.3250723362857268
12.929362,79.159065,12.964775,79.157313,11218.1,905.2,3.9423258547925943
12.927825,79.178049,12.925591,79.103871,10316.4,1041.7,8.043030950728348
12.901252,79.146759,12.935609,79.170212,9297.5,840.5,4.588673634779125
12.965964,79.144519,12.971719,79.165845,4726.1,471.6,2.397827102925928
12.978727,79.149274,12.931844,79.115888,10343.3,672.1,6.345545773469401
12.961116,79.117101,12.936211,79.134983,8808.0,906.9,3.379981476034666
12.97105,79.129088,12.972433,79.11281,2580.2,310.2,1.770534254867087
12.940543,79.111229,12.914934,79.126595,8381.0,524.0,3.2987983549312716
12.943699,79.155615,12.966026,79.186758,17616.5,1210.5,4.189615529754222
12.914803,79.126043,12.943527,79.147269,7023.5,767.2,3.936142464391215
12.942743,79.13789,12.938523,79.17013,5065.0,516.8,3.525251445746496
12.90804,79.125413,12.967656,79.177495,13311.6,901.9,8.70638773785614
12.949641,79.100362,12.923387,79.118873,9474.0,600.8,3.5421458034858055
12.959629,79.10217,12.979274,79.161147,10863.9,712.3,6.75368283106981
12.909543,79.103402,12.972592,79.128404,14467.0,1147.9,7.516101201347396
12.931442,79.125891,12.948859,79.161016,6243.8,601.2,4.270888580138381
12.976215,79.146883,12.973733,79.119308,4032.0,497.5,3.0006376915547084
12.945682,79.142166,12.914026,79.142239,5673.8,455.2,3.5200003506019675
12.940596,79.107461,12.964105,79.12664,7096.0,670.8,3.3396077422013155
12.901668,79.149167,12.964736,79.110333,12415.4,1137.0,8.178779947559928
12.929919,79.18213,12.941987,79.106864,13407.3,1115.6,8.266449384979678
12.909584,79.11251,12.970858,79.186225,16472.9,1194.5,10.499496225480954
12.960615,79.133967,12.912802,79.132727,6337.8,354.7,5.318268428721847
12.97685,79.143529,12.917309,79.103638,10373.7,668.0,7.907011226994639
12.923479,79.114671,12.940349,79.199526,13549.5,826.2,9.385516455497509
12.920941,79.144195,12.960179,79.125191,9084.9,1018.0,4.824714900759865
12.964173,79.159313,12.912898,79.149748,10338.3,908.6,5.794990196861257
12.96194,79.162784,12.963649,79.14906,2391.5,289.6,1.4992438166590132
12.966737,79.181736,12.917718,79.134223,11289.0,620.3,7.498133912520088
12.978685,79.108638,12.958968,79.139773,5470.4,361.9,4.02354956963332
12.922343,79.179819,12.965923,79.188983,18264.6,1500.9,4.946596016162718
12.967702,79.165098,12.901255,79.14563,12383.3,751.8,7.683908035107993
12.93554,79.185876,12.973204,79.145721,14266.4,1066.6,6.039407395009943
12.973392,79.197466,12.957884,79.156882,6301.3,409.8,4.723691342183426
